N1;N314;N279;N312;D1806;D1801;N345;D1811;D1812;D1802;D1803;N18;N133;N346_old;D3_1;N350;D3;N134;N347;N138;N139;N559;N560;N561;N562;N1_1;D1804;N557;D40;D41;N314_2;N346;N459;N10;D3101;D3217;N1002;D1752;N279_1;N1128;N1030;N14;N1_2;D40_2;D41_2;N1158;D428;N279_2;D3_2;D09;N1626;N269_1;N269_2;D85;D306;N279_3;IsMerge;IsDouble;FID_Entity;N2043;N2047;RC;RN;D428_1;N2218;FID_Filial_no_head;N2260;SYNC;D85_SYNC;D85_TCUN;D428_1P
83;7496;8601;1;True;;;True;True;;;Х-М ФИЛИАЛ ЗАО "ИНЖИНИРИНГОВЫЙ ЦЕНТР "ЮКОС";False;;;False;860102001;0814074940;;8(271)32914;;False;False;False;False;0;;False;23.11.1999 0:00:00;30.04.2003 16:50:00;7496;;;;;False;;;8601;;;;;23.11.1999 0:00:00;30.04.2003 16:50:00;True;0;8601;860102001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
84;1450;8601;1;False;;;True;True;;;ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "ЭЛЕКТРОМОНТАЖСЕТЬСТРОЙ";False;;;False;860101001;0814087000;; ; ;False;False;False;False;0;;False;19.09.2000 0:00:00;27.08.2009 0:00:00;1450;;;;;False;1098601001344;;8601;27.08.2009 0:00:00;;86025;7849;19.09.1997 0:00:00;27.08.2009 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;31.10.2014 17:28:00;;0;0;7371641;2;;;;;;;;;;;
85;7581;8601;1;False;;;True;True;;;СТРУКТУРНОЕ ПОДРАЗДЕЛЕНИЕ ООО "СК МНПКФ "КАВИТРОН-СЕРВИС";False;;;False;860132002;2312080397;;; ;False;False;False;False;0;;False;15.05.2001 0:00:00;27.12.2002 0:00:00;7581;;;;;False;;;8601;;;;;15.05.2001 0:00:00;27.12.2002 0:00:00;True;0;8601;860132002;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
86;6516643;8601;1;True;;;True;True;;;ХАНТЫ-МАНСИЙСКИЙ ФИЛИАЛ НЕГОСУДАРСТВЕННОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ "ИНСТИТУТ УПРАВЛЕНИЯ";False;;;False;860102001;2901077690;;83467330374; ;False;False;False;False;0;;False;15.04.1999 0:00:00;22.09.2015 0:00:00;6516643;;;;;False;;;8601;;;;;15.04.1999 0:00:00;22.09.2015 0:00:00;True;0;8601;860102001;1;;0;382;11.07.2007 19:06:00;15.11.2017 10:02:00;;0;0;;;;;;1177;;;;;;24.02.2015 0:00:00;1177
87;7592;8601;1;False;;;False;True;;;ХАНТЫ-МАНСИЙСКИЙ ФИЛИАЛ ООО "ГУДФИЛД";False;;;False;860103001;3665027819;;0732561333;;False;False;False;False;0;;False;25.06.2001 0:00:00;05.12.2011 0:00:00;7592;;;;;False;;;8601;;;;;25.06.2001 0:00:00;05.12.2011 0:00:00;True;0;8601;860103001;0;;0;382;11.07.2007 19:06:00;06.05.2016 4:07:00;;0;0;;;;;;;;;;;;;
88;7480;8601;1;False;;;True;True;;;ФИЛИАЛ ООО "ВСЕСВИТ";False;;;False;860103001;4501023920;;; ;False;False;False;False;0;;False;23.03.1999 0:00:00;03.08.2017 0:00:00;7480;;;;;False;;;8601;;;;;23.03.1999 0:00:00;03.08.2017 0:00:00;True;0;8601;860103001;0;;0;382;11.07.2007 19:06:00;07.08.2017 14:25:00;;0;0;;;;;;;;;;;;;
89;7590;8601;1;False;;;True;True;;;ПРЕДСТАВИТЕЛЬСТВО ОАО "СИДАНКО";False;;;False;860105001;5032016130;;271  30533; ;False;False;False;False;0;;False;19.06.2001 0:00:00;14.03.2005 0:00:00;7590;;;;;False;;;8601;;;;;19.06.2001 0:00:00;14.03.2005 0:00:00;True;0;8601;860105001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
90;7482;8601;1;True;;;True;True;;;ФИЛИАЛ ФГУП НОВОСИБИРСКОГО РЕГИОНАЛЬНОГО КАДАСТРОВОГО ЦЕНТРА "ЗЕМЛЯ";False;;;False;860102001;5404151318;;3832464523; ;False;False;False;False;0;;False;25.05.1999 0:00:00;05.03.2004 0:00:00;7482;;;;;False;;;8601;;;;;25.05.1999 0:00:00;05.03.2004 0:00:00;True;0;8601;860102001;0;;0;113;11.07.2007 19:06:00;10.12.2014 17:49:00;;0;0;;;;;;;;;;;;;
91;1158;5405;1;False;;;True;False;;;ЗАО ИПЦ "ВОСТОКПРИБОРТЕХГАЗ";False;;;False;540501001;5405112752;;665045;;True;False;False;False;0;;False;30.06.1992 0:00:00;;1158;;;;;False;1025401906023;;;26.08.2002 0:00:00;;;0;30.06.1992 0:00:00;;True;0;5405;540501001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;6076389;3;1;;;;;;1;;;;
92;7566;8601;1;False;;;True;True;;;ФИЛИАЛ ЗАО "ЛОММЕТА";False;;;False;860103001;5405124109;;; ;False;False;False;False;0;;False;12.03.2001 0:00:00;08.10.2007 0:00:00;7566;;;;;False;;;8601;;;;;12.03.2001 0:00:00;08.10.2007 0:00:00;True;0;8601;860103001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
93;7514;8601;1;True;;;True;True;;;СТАЦ. РАБ. МЕСТА ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ НОВОСИБИРСКОЙ ОБЛАСТИ "ПРАВОЗАЩИТА";False;;;False;860131001;5405170881;;3832420198; ;False;False;False;False;0;;False;22.06.2000 0:00:00;26.12.2002 0:00:00;7514;;;;;False;;;8601;;;;;22.06.2000 0:00:00;26.12.2002 0:00:00;True;0;8601;860131001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
94;7532;8601;1;False;;;False;True;;;ООО "ЮРИДИЧЕСКАЯ ФИРМА "ПРАВОЗАЩИТА";False;;;False;860132001;5405185824;;420198;;True;False;False;False;0;;False;19.09.2000 0:00:00;;7532;;;;;False;;;8601;;;;;19.09.2000 0:00:00;;True;0;8601;860132001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
95;7542;8601;1;False;;;True;True;;;СТРУКТУРНОЕ ПОДРАЗДЕЛЕНИЕ ООО ЧОП "ТОРНАДО СБ";False;;;False;860132001;5405188582;;225559;;False;False;False;False;0;;False;10.10.2000 0:00:00;05.02.2010 0:00:00;7542;0;;;;False;;;8601;;;;;10.10.2000 0:00:00;05.02.2010 0:00:00;True;0;8601;860132001;0;;0;382;11.07.2007 19:06:00;24.01.2017 8:33:00;;0;0;;;;;;;;;;;;;
96;7599;8601;1;False;;;False;True;;;ХАНТЫ-МАНСИЙСКИЙ ФИЛИАЛ ООО "АКАДЕМ-СИБ";False;;;False;860103001;5405204932;; ; ;False;False;False;False;0;;False;30.07.2001 0:00:00;28.12.2012 0:00:00;7599;;;;;False;;;8601;;;;;30.07.2001 0:00:00;28.12.2012 0:00:00;True;0;8601;860103001;0;;0;382;11.07.2007 19:06:00;24.01.2017 0:13:00;;0;0;;;;;;;;;;;;;
97;1207;8601;1;False;;;True;True;;;ЗАО"СИБ.ОПЕРАТОР БЕЗДОКУМЕНТАРНОГО ВЕКС.ОБРАЩЕНИЯ";False;;;False;         ;5406132092;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;1207;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
98;1388;5406;1;False;;;True;False;;;ООО ОХРАННОЕ ПРЕДПРИЯТИЕ "КИБОРГ";False;;;False;540601090;5406140304;;3832111782;;True;False;False;False;0;;False;;;1388;;;;;False;1135476130250;;;19.08.2013 0:00:00;;54146;250091;;;True;0;5406;540601090;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
99;7541;8601;1;False;;;True;True;;;СТРУКТУРНОЕ ПОДРАЗДЕЛЕНИЕ ООО ОА "ОТРЯД 2000";False;;;False;860132001;5407208481;;225559;;False;False;False;False;0;;False;10.10.2000 0:00:00;17.06.2014 0:00:00;7541;;;;;False;;;8601;;;;;10.10.2000 0:00:00;17.06.2014 0:00:00;True;0;8601;860132001;0;;0;382;11.07.2007 19:06:00;30.03.2017 12:02:00;;0;0;;;;;;;;;;;;;
100;1170;8601;1;False;;;True;True;;;АОЗТ СТРОИТЕЛЬНО-МОНТАЖНЫЙ ТРЕСТ N 6;False;;;False;550101010;5501011940;;381 653464;;False;False;False;False;0;;False;;04.02.2002 0:00:00;1170;;;;;False;;;8601;;;;;;04.02.2002 0:00:00;True;0;5501;550101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
101;7553;8601;1;False;;;True;True;;;УЧАСТОК 1 ООО ТФ "БАЙКАЛ";False;;;False;860132001;5501013088;;271  43063;;False;False;False;False;0;;False;26.01.2001 0:00:00;18.06.2008 0:00:00;7553;;;;;False;;;8601;;;;;26.01.2001 0:00:00;18.06.2008 0:00:00;True;0;8601;860132001;0;;0;382;11.07.2007 19:06:00;16.06.2016 10:10:00;;0;0;;;;;;;;;;;;;
102;0;8601;1;False;;;False;True;;;СМУ N 5 ФИЛИАЛ АПСФ "ГАЗСЕЛЬСТРОЙ";False;;;False;         ;5501031601;; ; ;True;False;False;False;0;;False;01.01.1993 0:00:00;;0;;;;;False;;;;;;;;01.01.1993 0:00:00;;True;0;8601;;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
103;5812591;5501;1;False;;;True;False;;;НОУ СПО "СРШБ (колледж)";False;;550101001;False;550101001;5501040268;;;;True;False;False;False;0;;False;02.05.2012 0:00:00;;5812591;;;;;False;1025500523840;;8601;22.11.2002 0:00:00;;55222;160620;30.06.1992 0:00:00;;True;0;5501;550101001;0;;0;382;11.07.2007 19:06:00;08.09.2017 9:01:00;;0;0;6001287;1;;;;1177;;;1;1;08.09.2017 9:01:00;10.12.2014 0:00:00;1177
104;1449;5501;1;False;;;True;False;;;ЗАО "СТРОИТЕЛЬНАЯ КОМПАНИЯ "ЛУНА";False;;;False;550101001;5501044738;;522290;522290;True;False;False;False;0;;False;23.09.2003 20:04:00;;1449;;;;;False;1025500517976;;5501;05.11.2002 0:00:00;;;;30.06.1992 0:00:00;;True;0;5501;550101001;0;;0;382;11.07.2007 19:06:00;24.09.2014 16:51:00;;0;0;5992347;3;1;;;1178;;;1;;;24.02.2015 0:00:00;1178
105;7550;8601;1;False;;;True;True;;;ООО "ГРАН-СТРОЙ";False;;;False;860132001;5501048066;;; ;False;False;False;False;0;;False;18.01.2001 0:00:00;28.01.2009 0:00:00;7550;;;;;False;;;8601;;;;;18.01.2001 0:00:00;28.01.2009 0:00:00;True;0;8601;860132001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
106;7476;8601;1;True;;;True;True;;;ХАНТЫ-МАНСИЙСКИЙ ФИЛИАЛ  СИБИРСКОЙ АВТОДОР.АКАДЕМИИ;False;;;False;860102001;5502029210;;271  32579; ;False;False;False;False;0;;False;07.09.1999 16:54:00;25.07.2002 0:00:00;7476;;;;;False;;;8601;;;;;07.09.1999 16:54:00;25.07.2002 0:00:00;True;0;8601;860102001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
107;7461;8601;1;False;;;True;True;;;ХАНТЫ-МАНСИЙСКИЙ ФИЛИАЛ ООО ТСК "КОНТРАСТ";False;;;False;860103001;5502037490;;4-28-28;;False;False;False;False;0;;False;06.03.2000 0:00:00;09.02.2005 16:16:00;7461;;;;;False;;;8601;;;;;06.03.2000 0:00:00;09.02.2005 16:16:00;True;0;8601;860103001;0;;0;382;11.07.2007 19:06:00;19.01.2015 9:11:00;;0;0;;;;;;;;;;;;;
108;7543;8601;1;True;;;True;True;;;Х-МАНСИЙСКИЙ ФИЛИАЛ СО МААДО;False;;;False;860102001;5502040905;;652311;;False;False;False;False;0;;False;30.10.2000 0:00:00;03.10.2005 0:00:00;7543;;;;;False;;;8601;;;;;30.10.2000 0:00:00;03.10.2005 0:00:00;True;0;8601;860102001;0;;0;382;11.07.2007 19:06:00;19.01.2015 9:11:00;;0;0;;;;;;;;;;;;;
109;6065196;8601;1;True;;;True;True;;;ФИЛИАЛ ООО "ЭКСПЕРТ-СЕРВИС ЦЕНТР";False;;;False;860102001;5503052420;; ; ;False;False;False;False;0;;False;19.06.2001 0:00:00;03.02.2017 0:00:00;6065196;;;;;False;;;8601;;;;;19.06.2001 0:00:00;03.02.2017 0:00:00;True;0;8601;860102001;0;;0;382;11.07.2007 19:06:00;03.02.2017 20:01:00;;0;0;;;;;;;;;;;;;
111;7554;8601;1;False;;;True;True;;; ЗАО "КУПОСИР";False;;;False;860132001;5504030074;;271  41945;;False;False;False;False;0;;False;05.02.2001 0:00:00;15.09.2007 0:00:00;7554;;;;;False;;;8601;;;;;05.02.2001 0:00:00;15.09.2007 0:00:00;True;0;8601;860132001;0;;0;113;11.07.2007 19:06:00;10.01.2018 13:21:00;;0;0;;;;;;;;;;;;;
112;7609;8601;1;False;;;False;True;;;ФИЛИАЛ ЗАО ПО "АВЕРС-СЕРВИС";False;;;False;860103001;5507017875;;; ;False;False;False;False;0;;False;04.09.2001 0:00:00;30.12.2002 0:00:00;7609;;;;;False;;;8601;;;;;04.09.2001 0:00:00;30.12.2002 0:00:00;True;0;8601;860103001;0;;0;113;11.07.2007 19:06:00;10.12.2014 17:36:00;;0;0;;;;;;;;;;;;;
113;7546;8601;1;False;;;False;True;;;ФИЛИАЛ ООО "ТПК "ИНСАР";False;;;False;860103001;5507049147;; ; ;False;False;False;False;0;;False;06.12.2000 0:00:00;21.07.2006 0:00:00;7546;;;;;False;;;8601;;;;;06.12.2000 0:00:00;21.07.2006 0:00:00;True;0;8601;860103001;0;;0;382;11.07.2007 19:06:00;05.05.2016 20:02:00;;0;0;;;;;;;;;;;;;
114;7587;8601;1;True;;;True;True;;;ТОРГОВАЯ ТОЧКА;False;;;False;860131001;5902123634;; ; ;False;False;False;False;0;;False;14.06.2001 0:00:00;23.01.2007 0:00:00;7587;;;;;False;;;8601;;;;;14.06.2001 0:00:00;23.01.2007 0:00:00;True;0;8601;860131001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
115;1404;6318;1;False;;;True;False;;;ЗАО "НПО "ЛЕСНОЕ ОЗЕРО";False;;;False;631801001;6315332321;;380716;380940;False;False;False;False;0;;False;21.02.2006 0:00:00;04.07.2006 14:33:00;1404;;;;;False;1026301503898;;6318;23.07.2002 0:00:00;;;;10.01.1995 0:00:00;04.07.2006 14:33:00;True;0;6318;631801001;0;;0;382;11.07.2007 19:06:00;02.09.2014 8:14:00;;0;0;2998696;1;;;;;;;1;;;;
116;10249941;8601;1;False;;;True;True;;;ХАНТЫ-МАНСКИЙ ФИЛИАЛ НЕГОСУДАРСТВЕННОГО ОБРАЗОВАТЕЛЬНОГО ЧАСТНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ "УРАЛЬСКИЙ ИНСТИТУТ КОММЕРЦИИ И ПРАВА";False;;;False;860103001;6608004401;;554535;554535;False;False;False;False;0;;False;27.05.1999 0:00:00;;10249941;;;;;False;;;8601;;;;;27.05.1999 0:00:00;;True;0;8601;860103001;0;;0;382;11.07.2007 19:06:00;19.01.2018 5:53:00;;0;0;;;;;;;;;;;;;
117;7487;8601;1;False;;;True;True;;;ФИЛИАЛ ОАО "СУХОЛОЖСКИЙ ЗАВОД ВТОРЦВЕТМЕТ";False;;;False;860103001;6633000520;;71100; ;False;False;False;False;0;;False;;26.12.2002 16:06:00;7487;;;;;False;;;8601;;;;;;26.12.2002 16:06:00;True;0;8601;860103001;1;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
118;7493;8601;1;True;;;False;True;;;ФИЛИАЛ ООО РУССКАЯ ТРАДИЦИЯ  В ХАНТЫ-МАНСИЙСКЕ;False;;;False;860102001;6639008526;;271  50012; ;True;False;False;False;0;;False;;;7493;;;;;False;;;8601;;;;;;;True;0;8601;860102001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
119;1481425;8601;1;False;;66;True;True;;;ЗАО"КГК";False;;860101001;False;860101001;6655003500;27.01.2005 9:54:00;36103;;True;False;False;False;0;;False;03.02.2000 0:00:00;;1481425;003294786;;;;False;1026602232304;;6654;04.11.2002 0:00:00;;86038;103436;30.06.1992 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;10.01.2018 19:10:00;;0;0;6987209;1;;;;1178;;;1;1;14.11.2016 0:07:00;24.02.2015 0:00:00;1178
120;7499;8601;1;True;;;True;True;;;ПРЕДСТАВИТЕЛЬСТВО ЗАО "КОНТИНЕНТАЛЬНАЯ ГЕОФИЗИЧЕСКАЯ КОМПАНИЯ";False;;;False;860104001;6655003500;;83467337492; ;False;False;False;False;0;;False;03.02.2000 0:00:00;15.01.2009 0:00:00;7499;;;;;False;;;6655;;;;;03.02.2000 0:00:00;15.01.2009 0:00:00;True;0;8601;860104001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
121;7454;8601;1;True;;;True;True;;;ТЕР.ОРГАН ФСР ПО ФИН.ОЗДОРОВЛЕНИЮ И БАНКРОТСТВУ В ХМАО;False;;;False;860102001;6658095595;;271  32692; ;False;False;False;False;0;;False;19.10.1994 0:00:00;12.08.2003 11:08:00;7454;;;;;False;;;8601;;;;;19.10.1994 0:00:00;12.08.2003 11:08:00;True;0;8601;860102001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
122;7507;8601;1;True;;;True;True;;;ФИЛИАЛ ЗАО "ЕТК 97";False;;;False;860102001;6659042290;;; ;False;False;False;False;0;;False;21.04.2000 0:00:00;19.12.2006 0:00:00;7507;;;;;False;;;8601;;;;;21.04.2000 0:00:00;19.12.2006 0:00:00;True;0;8601;860102001;0;;0;382;11.07.2007 19:06:00;12.01.2018 14:01:00;;0;0;;;;;;;;;;;;;
123;7128637;8601;1;True;;;True;True;;;ХАНТЫ-МАНСИЙСКИЙ ФИЛИАЛ ГОУСПО УРАЛЬСКИЙ КОЛЛЕДЖ СТР,АРХ,ПРЕДПР.";False;;;False;860102001;6660008039;; ; ;False;False;False;False;0;;False;16.09.1999 0:00:00;;7128637;;;;;False;;;8601;;;;;16.09.1999 0:00:00;;True;0;8601;860102001;1;;0;382;11.07.2007 19:06:00;02.02.2018 19:25:00;;0;0;;;;;;;;;;;;;
124;7597;8601;1;True;;;True;True;;;Ханты-Мансийский институт дизайна и прикладных искусств (филиал) государственного образовательного учреждения высшего профессионального образования  "Уральская;False;;;False;860131001;6660009018;;(34671)44383;;False;False;False;False;0;;False;17.07.2001 0:00:00;28.07.2011 0:00:00;7597;;;;;False;;;8601;;;;;17.07.2001 0:00:00;28.07.2011 0:00:00;True;0;8601;860131001;0;;0;382;11.07.2007 19:06:00;16.10.2015 9:10:00;;0;0;;;;;;;;;;;;;
125;6026862;8601;1;False;;;True;True;;;ФИЛИАЛ ЗАО "АЛЮМИНЕВАЯ ПРОДУКЦИЯ";False;;;False;860103001;6660085435;;3432410486; ;False;False;False;False;0;;False;04.11.1999 0:00:00;;6026862;;;;;False;;;8601;;;;;04.11.1999 0:00:00;;True;0;8601;860103001;0;;0;382;11.07.2007 19:06:00;20.09.2016 4:13:00;;0;0;;;;;;;;;;;;;
126;7503;8601;1;False;;;True;True;;;ФИЛИАЛ ОЗДОРОВИТЕЛЬНОГО ФОНДА "ЮНИТУР-ПЛЮС";False;;;False;860103001;6660123225;;3432323332;;False;False;False;False;0;;False;06.03.2000 0:00:00;06.03.2000 0:00:00;7503;;;;;False;;;8601;;;;;06.03.2000 0:00:00;06.03.2000 0:00:00;True;0;8601;860103001;0;;0;382;11.07.2007 19:06:00;20.01.2017 20:01:00;;0;0;;;;;;;;;;;;;
127;7557;8601;1;False;;;False;True;;;ФИЛИАЛ ООО "ПРОЕКТ-СЕРВИС";False;;;False;860103001;6664043732;; ; ;False;False;False;False;0;;False;21.01.2001 0:00:00;01.04.2014 0:00:00;7557;;;;;False;;;8601;;;;;21.01.2001 0:00:00;01.04.2014 0:00:00;True;0;8601;860103001;0;;0;382;11.07.2007 19:06:00;11.11.2016 11:42:00;;0;0;;;;;;;;;;;;;
128;7588;8601;1;True;;;True;True;;;СТРУКТУРНОЕ ПОДРАЗДЕЛЕНИЕ ООО "ЛИОР";False;;;False;860131001;6664058658;; ; ;False;False;False;False;0;;False;18.06.2001 0:00:00;11.05.2011 0:00:00;7588;;;;;False;;;8601;;;;;18.06.2001 0:00:00;11.05.2011 0:00:00;True;0;8601;860131001;0;;0;382;11.07.2007 19:06:00;13.11.2016 16:05:00;;0;0;;;;;;;;;;;;;
129;7533;8601;1;True;;;True;True;;;ООО "СЕТЬ МАГАЗИНОВ ДЖИНСОВОЙ ОДЕЖДЫ "ПЕНТАГОН";False;;;False;860131001;7017015551;;; ;False;False;False;False;0;;False;19.08.2000 0:00:00;08.05.2006 15:32:00;7533;;;;;False;;;8601;;;;;19.08.2000 0:00:00;08.05.2006 15:32:00;True;0;8601;860131001;0;;0;382;11.07.2007 19:06:00;19.01.2015 9:11:00;;0;0;;;;;;;;;;;;;
130;16664867;7203;1;False;;72;True;False;;;ОАО "ТЮМЕНЬГАЗМЕХАНИЗАЦИЯ";False;;720301001;False;720301001;7201000638;03.08.1999 0:00:00;32-16-23; ;False;False;False;False;0;;False;30.08.2002 0:00:00;04.12.2006 0:00:00;16664867;0023544;;;;False;1027200804751;;7203;10.10.2002 0:00:00;;72234;162262;20.05.1987 10:08:00;04.12.2006 0:00:00;True;0;7203;720301001;0;;0;113;11.07.2007 19:06:00;14.09.2017 11:51:00;;0;0;7024867;3;1;;;1177;;;0;1;13.09.2017 15:01:00;24.02.2015 0:00:00;1177
131;7530;8601;1;True;;;True;True;;;ХМУС ГГП "ТЮМЕНЬГЕОЛСВЯЗЬ";False;;;False;860102001;7202004787;;271  96369; ;False;False;False;False;0;;False;28.10.1993 0:00:00;20.09.2004 0:00:00;7530;;;;;False;;;8601;;;;;28.10.1993 0:00:00;20.09.2004 0:00:00;True;0;8601;860102001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
132;7450;8601;1;True;;;True;True;;;ИНСТИТУТ ПРИРОДОПОЛЬЗОВАНИЯ СЕВЕРА;False;;;False;860102001;7202010269;;217  31805;271  34702;False;False;False;False;0;;False;25.07.1993 0:00:00;18.12.2003 11:31:00;7450;;;;;False;;;8601;;;;;25.07.1993 0:00:00;18.12.2003 11:31:00;True;0;8601;860102001;1;;0;382;11.07.2007 19:06:00;06.03.2017 16:42:00;;0;0;;;;;;;;;;;;;
133;7594;8601;1;False;;;True;True;;;ИНСПЕКТОРСКИЙ УЧАСТОК ГИМС;False;;;False;860132001;7202010621;;; ;False;False;False;False;0;;False;09.07.2001 0:00:00;19.10.2005 0:00:00;7594;;;;;False;;;8601;;;;;09.07.2001 0:00:00;19.10.2005 0:00:00;True;0;8601;860132001;0;;0;113;11.07.2007 19:06:00;10.12.2014 17:31:00;;0;0;;;;;;;;;;;;;
